video,prompt
bce64590e16ea2388e12182883d25fdd_cfr25.mp4,a person is talking
b6e747da896009201a0f5cb7e39fd28d_cfr25.mp4,"A young woman with shoulder-length brown hair and blue eyes is seated at a wooden desk in an office, engaged in a conversation while gesturing with her hands, wearing a white blouse with a floral pattern and a silver necklace. She is surrounded by office items and a vase of pink flowers, bathed in natural light, with a friendly expression."
3cc02c069fffcaa2669946c6dee7f12a_cfr25.mp4,"The video shows a solitary elderly woman, with gray hair and dressed in a red coat and patterned scarf, standing outdoors in a residential area, lost in thought as she converses with someone off-camera. The scene is set against a backdrop of a car and a building, with the warm daylight casting a gentle glow on the scene."
5b1ab92a4517170ae2200f3d437e8dec_cfr25.mp4,"A man with reddish-brown hair and light stubble sits contemplatively in a dimly lit room, wearing a vintage patterned blue shirt, his expression shifting between a gentle smile and introspection. The warm, intimate atmosphere is dominated by the man's subtle facial expressions and the blurred, vintage-inspired background."
49afa85db629de83756d4715822f9dfc_cfr25.mp4,a person is talking
7e26f4c025d442e42e143db15e7c5098_cfr25.mp4,a person is talking
5f70e9c45b9033ba57bf4cb7e6d5c816_cfr25.mp4,a person is talking
863f26b69c6a57de646f159d3f547b46_cfr25.mp4,a person is talking
e6f336142823731c7e8d82162f5fe6d7_cfr25.mp4,a person is talking
e1032e99844bf34d11ef41d28cd7828c_cfr25.mp4,a person is talking
d95a2f3d23ba43186f2b39683945d0c8_cfr25.mp4,a person is talking
fe26b43ff6f86b4eb6fbf511925735f7_cfr25.mp4,"The video shows a middle-aged man with short, dark hair and medium skin tone, wearing a striped button-up shirt, engaged in an animated conversation with an unseen person, gesturing emphatically with his hands in a dimly lit indoor setting, possibly a restaurant or bar."
c8c0587084a27fae1a44849572ec5ce4_cfr25.mp4,"A middle-aged individual with gray hair and glasses, wearing a green sweater, is seated in a dimly lit office, gesturing with their hands as they engage in a serious conversation. The office setting, with its desk, lamp, and papers, provides a warm and intimate backdrop for the contemplative atmosphere."
fd9ae0b450f722045cdee55c4b11657e_cfr25.mp4,"A woman with fair skin and an updo hairstyle is seen in a formal, possibly historical setting, wearing a dark blue blazer with puffed sleeves and a white blouse adorned with a brooch, her serious expression suggesting a significant conversation. She stands alone, her attire and solemn demeanor dominating the static, empty background."
3c9a64c2711372ebc5b0fedc445e5593_cfr25.mp4,"The video shows a middle-aged or older individual with gray hair and a beard, dressed in a houndstooth-patterned blazer, white shirt, and brown bow tie, gesturing with their hands in a formal or semi-formal setting, likely a meeting or interview, against a plain indoor background."
3318d7247c55afdbd841326fc9646d49_cfr25.mp4,a person is talking
d33ddf610af5587e6af91543779aac82_cfr25.mp4,"The video features a single male character, a man in his forties with short, dark hair and a serious expression, standing against a stone wall in a somber and introspective atmosphere. He is dressed in a dark, textured garment with a high collar and a visible chain or key attached, his eyes fixed intently on something in the distance amidst a backdrop of autumn leaves."
3247a5ce54ea1c83bc03dc62cfe6df17_cfr25.mp4,a person is talking
a17ddb578dcbf8be989fbe26b6c1e6d9_cfr25.mp4,a person is talking
e2aa00614dc140521d8fc16d29ec4625_cfr25.mp4,"The video shows a single male figure, a man in his forties with short, curly brown hair and fair skin, dressed in a dark blazer and light blue shirt, engaged in a conversation or listening intently in a softly lit, indoor setting with a cultured backdrop of framed paintings on the wall."
73417b3c6158efc666474f2a3038e9c5_cfr25.mp4,a person is talking
03356a78a557347a2dc292e6f991a507_cfr25.mp4,a person is talking
1f2069cbda438c5ca5e3f9095113e301_cfr25.mp4,"The video shows two people, a light-skinned male with light brown hair wearing a green polo shirt, engaged in an animated conversation with someone whose back is visible, in a daytime outdoor setting with a park or garden environment in the background. The male character is leaning on a surface, possibly a car, and gesturing with his hands as he speaks."
31c97c01b396fda41b4bb658f7997704_cfr25.mp4,"The video shows a single woman, identified as a co-executive producer, dressed in a professional outfit consisting of a dark blazer and light-colored blouse, engaged in a conversation or interview in a warm and neutral-toned indoor setting with soft, ambient lighting. She has long, straight brown hair and fair skin, and her upright posture and attentive expression suggest a formal and professional atmosphere."
a736bddeff2bf952fa75a23692157ec1_cfr25.mp4,a person is talking
edcbd1a2c917dd52284f41e16d8f01cf_cfr25.mp4,"The video shows two middle-aged individuals, both with short, dark hair and Caucasian features, engaged in a serious conversation in a dimly lit indoor setting. One person, wearing a dark-colored jacket, stands with their back to the camera, while the other, wearing a light blue zip-up shirt, faces the camera with a serious expression, standing in front of a staircase and shelves."
d4c7603a27dae508d11a2b8b62705c8e_cfr25.mp4,a person is talking
68ad3ecb42353ad60dcc115fd1fb56a4_cfr25.mp4,"The video shows two people, a man with short, dark hair in a white shirt and a woman with blonde hair in a black sleeveless top, engaged in a conversation while seated at a table in a warm and casual indoor setting, likely a café or restaurant, surrounded by other patrons."
d547892f7cc5fea066937a40a6b33024_cfr25.mp4,a person is talking
66ebce34b33751a5ec645fb8433113dc_cfr25.mp4,a person is talking
1745349a4134cbf0998cac0b544cb6fa_cfr25.mp4,"The video shows a single man in his forties, dressed in a dark suit, white shirt, and tie, with short light hair and glasses, engaged in a subtle conversation or interview in a dimly lit, upscale indoor setting with wooden furnishings and warm lighting."
b6e348bd2aa1ccb576c12492eaca8580_cfr25.mp4,a person is talking
3d4287f3c88131606739b040e720baa6_cfr25.mp4,a person is talking
72f61b9b2df04926b01d802bf47a5ff1_cfr25.mp4,a person is talking
0b76b11916e04d1bce867c5657cec145_cfr25.mp4,a person is talking
19e5095f4b04158647d78d0ed6152500_cfr25.mp4,"The video shows a single person, a woman with curly red hair, standing still in a quiet, elegant indoor setting, likely a home or library, surrounded by bookshelves. She is dressed in a formal, vintage-style outfit, complete with a light-colored coat, ruffled shirt, and decorative hat, exuding a sense of quiet contemplation."
4ace049799de5803cf6c43781fc24c23_cfr25.mp4,"The video shows a single middle-aged man, likely in his forties or fifties, dressed in a dark suit, white shirt, and dark tie, with dark receding hair and glasses, standing in a dimly lit indoor setting, possibly an office or a room, as he appears to be engaged in contemplation with his mouth slightly open and eyes gazing downward."
107e78c01d26864bfe4eb612edf56f9b_cfr25.mp4,a person is talking
8d398ab68da1fb5d2db7a1a49b6b8de2_cfr25.mp4,"A woman, dressed in a dark jacket over a red top and later in a burgundy attire, stands in a dimly lit room, her concerned expression and pressed hands against a torn hole in the wall indicating a recent disturbance. The scene is set in a possibly professional or office-like environment, with the woman's attire suggesting a mix of casual and formal elements."
a72e61dc0b3302bf6cfe856c8b2ee245_cfr25.mp4,"The video shows a single man, dressed in a white shirt and black tie, with light skin and dark hair, engaged in a calm and composed conversation in a dimly lit office setting with a filing cabinet and framed documents in the background. He is seen in various poses, including clasping his hands together and raising a coffee mug to his lips, amidst a warm and cozy atmosphere created by a background lamp."
b8008803f687c82ba564b6f177ccff7e_cfr25.mp4,a person is talking
3027b5b9b98bb58d34556fd47248c7ba_cfr25.mp4,a person is talking
d74975a920665e9b7dee6941af71b777_cfr25.mp4,"The video shows a middle-aged man, dressed in a dark suit, light blue shirt, and patterned tie, seated in a neutral-colored indoor setting, likely an office or formal room, with a blurred background. He remains relatively still, with slight movements, and has a receding hairline, short graying hair, and a light skin tone."
bbaa0dccde51c27ff348997634954d66_cfr25.mp4,a person is talking
cc928e443456c6a65c480ee00d35f2ef_cfr25.mp4,"The video shows a single male individual, dressed in a dark suit, white shirt, and dark tie, seated and engaged in a conversation or listening intently with a slight tilt of his head, his short, dark hair and fair skin tone visible. The scene is set in a minimalist indoor environment with a plain, light-colored wall, creating a calm and professional atmosphere."
e10719728f8c029a3d240669c1db479f_cfr25.mp4,a person is talking
825806c2a26ebbc44fbdd8f15598d650_cfr25.mp4,a person is talking
a09f8ccd1593cec3306a15c9dd38e75e_cfr25.mp4,a person is talking
52e126a5ebfe25a8388859d92e2d9ec5_cfr25.mp4,"The video shows a single woman, dressed in a brown leather jacket and dark hair styled in loose waves, seated in a calm and focused indoor setting, likely an office or room with partially drawn blinds, engaged in a conversation with subtle facial expressions and movements."
b6e91790ba1cd4571eaaf8b3d373965a_cfr25.mp4,a person is talking
b563ef0f92f0ca4df38ec996367de1dc_cfr25.mp4,"A middle-aged man with graying hair and a serious expression sits at a desk in a formal office setting, dressed in a dark suit and white shirt, his posture conveying a sense of importance. The warm lighting and blurred background of the office create a sense of professionalism, suggesting a high-stakes meeting or discussion."
63d1c605c2a6d65b73aad019a2804fcd_cfr25.mp4,a person is talking
10b430984594614f7342acebedebbd3f_cfr25.mp4,a person is talking
20d0b74992a3e8e22019670b5fce500a_cfr25.mp4,a person is talking
23d23bce475b18ddf192738e157c1e07_cfr25.mp4,a person is talking
89751b4a4c00e59387c034bf77bdd755_cfr25.mp4,a person is talking
e82ec4392167f46f9afa726bc3f8803f_cfr25.mp4,a person is talking
cea3f1fb856e945fcef0ed9e59596c27_cfr25.mp4,"The video shows a single woman, likely in her thirties with long, dark brown hair and fair skin, sitting in a dimly lit, indoor setting, wearing a dark turtleneck and a purple jacket, as she engages in a conversation or reacts to something with subtle expressions. Her surroundings are unclear due to the subdued lighting, but the atmosphere appears to be intimate and private."
4ff3e8447787363ca97d71e8a71faf22_cfr25.mp4,"The video features a single individual, a man in his fifties or sixties with gray hair and a full gray beard, wearing a red shirt and seated in a softly lit indoor setting. He is engaged in a conversation or presentation, using hand gestures to emphasize points, with a calm and focused atmosphere created by the blurred background and warm natural light."
7e1efc2257a817907b92589dd6c93539_cfr25.mp4,"The video shows a young male with curly, light brown hair and fair skin, dressed in a red ""SAC"" t-shirt and a plaid shirt, standing in a neutral-colored room with a metal railing, possibly a staircase or balcony area, as he engages in a conversation or reacts to something with slight head movements."
ba607b2708374b0580f143b3f35e9852_cfr25.mp4,a person is talking
b07b31594994552fff7a95b3b042ae6d_cfr25.mp4,"A lone figure, a man with a long, unkempt beard and a large black tricorn hat, stands in a dimly lit room, his expression shifting from weariness to focus and amusement as he appears to ponder or reflect on something. The room's blurred background and the man's pirate-inspired attire, including his hat and likely a loose-fitting shirt and breeches, evoke a sense of a historical pirate setting."
13d3752e480b7fddab05dd76a9dccc9f_cfr25.mp4,a person is talking
c2e8e0e851210676565bfa4fec7d1cf0_cfr25.mp4,"A woman with long, straight brown hair and a blue top stands in front of a futuristic backdrop, her concerned expression and tense posture suggesting she is engaged in a serious conversation or observation. She is surrounded by a high-tech environment, with a large, circular window offering a view of a cityscape, and appears to be the only person in the scene."
dd0509a7ba9985e62126c958f490cbdf_cfr25.mp4,"The video shows a single man in a professional office setting, dressed in a formal gray suit, white shirt, and dark tie, engaged in a conversation or listening attentively as he holds a stack of documents. The scene is set in a well-lit room with large windows behind him, creating a typical workday atmosphere."
e75b5ee7e104b51733fe4a0fa4ac4e3a_cfr25.mp4,a person is talking
d6061b6dd4196ac030c9cfc5eae4b5ca_cfr25.mp4,a person is talking
2f50a82766997eb4a1127d42cd0d930b_cfr25.mp4,a person is talking
8497c3cce91747ac9f0f3a1645e5f320_cfr25.mp4,"In the video, a single woman, Production Designer Jo Thomas, with light brown hair and fair skin, stands in a corporate or residential space, dressed in a black coat over a salmon-colored blouse, engaged in a focused conversation. The indoor setting features a potted plant in the background, with the woman's professional attire and the static environment remaining consistent throughout the scene."
b8843261d18b991a8e685e5d950e93d2_cfr25.mp4,a person is talking
36501c70ef06b8f9593712a566be0765_cfr25.mp4,"In a dimly lit room, a middle-aged man with curly hair and a white shirt under a dark jacket appears, looking concerned, as he stands alone, his expression contemplative. He is the only person seen in the scene, which is likely from a television show or movie, as indicated by the text ""Guest Starring Graham Shels."""
a9ca70e22500b19bbccf157cad5e63de_cfr25.mp4,"In the dimly lit room, a bearded man with dark hair sits in contemplation, wearing a dark blue shirt, while a woman with long, blonde hair stands beside him, her back to the camera. The calm atmosphere is illuminated by natural light filtering through the window blinds, as the two engage in a serious conversation."
14891787b938054532e156da50873a5d_cfr25.mp4,"The video shows a single male figure, dressed in a white suit and black bow tie, standing in a dimly lit indoor setting with warm tones, gesturing with his hands as he speaks or performs into a microphone. His dark hair is styled neatly, and his formal attire suggests a professional or theatrical setting, exuding a sense of formality and focus."
697bd527e1d7bbcab3ed6abe712be351_cfr25.mp4,"The video features a single person, a woman with dark hair and a light skin tone, dressed in a light blue, high-necked, ruffled garment with puffed sleeves, seated in a wooden chair in a serene indoor setting with a view of greenery through a window. She sits in contemplative silence, her subtle movements and gentle head positions evoking a sense of introspection amidst the peaceful atmosphere."
9e226e80897411e5401f364aa2ab0164_cfr25.mp4,"The video shows a single older male character, dressed in a blue baseball cap with an American flag patch, a red plaid shirt, and a beige vest, standing in a serene outdoor setting with lush greenery, his gray hair and mustache visible under his sunglasses as he stands still or moves slowly with a relaxed posture."
29efc8033be2e5a82ac993da61a32f81_cfr25.mp4,"A woman with shoulder-length brown hair and blue eyes sits in a casual indoor setting, likely a home or office, wearing a dark blue top as she appears lost in thought. The bulletin board behind her is cluttered with sticky notes, adding to the sense of a personal and possibly chaotic space."
c211fe85c2f616184bf5feda038ecf62_cfr25.mp4,"The video shows a single middle-aged individual, dressed in a dark suit and patterned tie, seated in a leather office chair with a serious expression, engaged in a conversation or listening intently with their head slightly tilted. The dimly lit setting, with a dark background and shadows on their face, creates a somber atmosphere, drawing attention to the individual's focused demeanor."
88df021e79d719b88adb759c20eab849_cfr25.mp4,"The video shows a single female professional, Hala Sharpe, likely in her thirties, wearing a white lab coat and hoop earrings, engaged in a conversation with an unseen person in a calm and professional indoor setting, possibly an office or medical facility, with a potted plant in the background."
c8b2ac9948d5bdefd29b8c578008ded3_cfr25.mp4,a person is talking
829b2661e0b373af283246543d78c8b4_cfr25.mp4,a person is talking
cb1d8a45ac5f731a0d8e6da4f81d3e09_cfr25.mp4,a person is talking
121e871c4c04bec9685f3cc34b58acdb_cfr25.mp4,a person is talking
8a3c95a52ef1fe94ab2002b1bf43a71d_cfr25.mp4,a person is talking
2417cb0573c0209620d07f69b70bc195_cfr25.mp4,"The video features a single woman with a light skin tone and shoulder-length brown hair, dressed in a white blouse with a gold trim and a pearl necklace, calmly sitting in a dimly lit, possibly indoor space with a blurred background, exuding a serene and introspective atmosphere."
6d6b951dba78366d42d7d799f518ee65_cfr25.mp4,a person is talking
d977c71a7ef9a575b2e468c46e04b63a_cfr25.mp4,a person is talking
8c7c493b5fcc8bd123091c548c528722_cfr25.mp4,a person is talking
3bf9aec24bb2e919447872de08fc1d52_cfr25.mp4,"The video shows a single male character with a light skin tone and dark hair, dressed in a light-colored jacket over a white shirt, engaged in a serious conversation with an unseen person in a warm and cozy indoor setting, likely a library or study room with bookshelves in the background. The character's intense posture and the dimly lit room create a sense of gravity and focus."
50969d4ac78ac21a0ae7cfbfdeebd40c_cfr25.mp4,"In the dimly lit room, a woman with a solemn expression and dark hair stands alone, her attire consisting of a dark brown blazer, as she appears to be lost in thought. The scene is marked by a watermark from 'bilibili', suggesting it is a clip from a video or movie."
2bbdfd79bd0d89d6815f8da86bf12dd7_cfr25.mp4,"The video shows a middle-aged or older man with gray hair and a white beard, dressed in a dark suit, white shirt, and patterned tie, seated in a professional office setting with a window and desk cluttered with papers and office items. He sits with his hands clasped together, exuding a formal and professional demeanor."
f0e1288f30598a2794e7ca175d6ac7b2_cfr25.mp4,"The video shows a middle-aged man, likely in his forties or fifties, dressed in a dark suit, white shirt, and dark tie, engaged in a subtle conversation or interview in a dimly lit, indoor setting with a warm, soft light coming from the left side. The man's gray hair and fair skin tone are visible as he shifts his head and shoulders, with a curtain visible in the background adding to the cozy atmosphere."
8a5e2d95be143ca6c7ae7c0f2ecc047a_cfr25.mp4,"The video shows a middle-aged individual, likely of African descent, seated in a car with a formal dark-colored suit and tie, engaged in a conversation or listening intently with an upright posture. The blurred background suggests an urban setting, possibly with a building in the distance, under soft and diffused lighting, possibly during early morning or late afternoon."
8c220cb06e29f83c92d31c995c6a77bf_cfr25.mp4,a person is talking
bad47099760c7854b0ef253c31f6ed9a_cfr25.mp4,"The video shows a single person, a woman in her thirties with blonde hair, engaged in a conversation in a dimly lit, possibly rustic indoor setting with wooden elements in the background. She wears a dark-colored top and appears fully absorbed in the dialogue, her posture and head movements indicating active engagement."
aa1d12a3e6d62a22730cd162ed95af62_cfr25.mp4,"The video shows a single person, a light-skinned individual with dark hair, dressed in a dark suit and tie, seated at a desk in a professional office environment, engaged in a focused conversation or presentation with subtle hand gestures. The office setting, with its bright lighting and urban view through a window, provides a clean and modern backdrop for the individual's professional demeanor."
c3d82843186ee88b062f57f20b2b665c_cfr25.mp4,a person is talking
96b3c5d3d52222aa76c28d07a54140ea_cfr25.mp4,a person is talking
0297b7fd2b81e8ac5f875d7356f62083_cfr25.mp4,a person is talking
500ed8caf3f25ed884dea5524475dd58_cfr25.mp4,a person is talking
bb389464f240682295cb54a684f917b5_cfr25.mp4,"A lone man with dark hair and a serious expression sits in an office chair, wearing a grey V-neck t-shirt, in a room with a blurred emblem in the background, suggesting a formal setting possibly related to law enforcement or national security. The man's intense gaze remains fixed, surrounded by a sterile and professional environment that exudes a sense of gravity and importance."
003c3c160abeeabe0f86f3d422452bc0_cfr25.mp4,a person is talking
498c78a06e99fa08e6a24326872ad696_cfr25.mp4,a person is talking
8ac2ffc9a17b0f69d36883470f3434ee_cfr25.mp4,a person is talking
a3939b059ce50af8b68f801c11e1ed9e_cfr25.mp4,a person is talking
9cbc620db53bc6a02fef7996faf28470_cfr25.mp4,"The video shows a single elderly woman, dressed in a textured coat and patterned scarf, sitting in a cozy indoor setting with soft lighting, engaged in a conversation or reacting to someone off-camera, her subtle facial expressions and slight movements conveying a calm and composed demeanor."
e75b1f62013cb823cfc19ad8a0084363_cfr25.mp4,"A young Caucasian man with short, light brown hair and a stubble is seen in a dimly lit room, having a serious conversation with a woman, then later continues the conversation with another woman whose back is to the camera, before sitting down with a third woman in a pink top to engage in a serious discussion. The man's attire changes from an initial unseen outfit to a grey sweater, while the women's appearances and surroundings remain largely unseen."
b67bdb366cf3e0320ec7f129f2f9940a_cfr25.mp4,a person is talking
f6439cd2ef15d8228b67b11c925760f0_cfr25.mp4,a person is talking
6ecfd49454b1046fb0b41e582ee5d3c2_cfr25.mp4,"The video shows a single man, dressed in a medieval-style outfit with a fur-lined cloak and laced shirt, shouting or crying in distress as he appears in three separate scenes against blurred backgrounds. He is seen with a pained expression and blood on his face, his mouth open in a loud, anguished cry."
be7f90e7df4a257a67cf407c5bad26f5_cfr25.mp4,"In a modern living room, two women, one with short black hair and dark lipstick, are engaged in a serious conversation on a beige couch, surrounded by contemporary furniture and a white kitchen counter. The woman with short black hair holds a rainbow-colored glass, her expression shifting from serious to concerned to contemplative as she listens to her companion."
db38ca3dceea7930edfc9e6a7c18921a_cfr25.mp4,a person is talking
6d0ef144b2b259801a7f666ab8a134d2_cfr25.mp4,"A woman with short, reddish-brown hair and a black blazer stands in a dimly lit indoor space, likely a home or office, engaged in a serious conversation with a person whose face is obscured by their back, near a green door and a whiteboard, as the woman's concerned expression and the other person's rigid posture convey a tense atmosphere."
18137360c737696e3da76e8c4a7f0c53_cfr25.mp4,a person is talking
a8ac35b47084bb660efa7f93351f39b7_cfr25.mp4,"The video shows a single police officer, Officer Reynolds, standing upright in a calm and professional indoor setting, dressed in a police uniform with a visible name tag, engaged in a conversation or listening intently with a soft, warm glow from a lamp in the background."
8224b40ff5ee8caf7a264aa8f539d2fb_cfr25.mp4,a person is talking
e74b4fecae6371f24ed4a981a03d1ae7_cfr25.mp4,a person is talking
5213cbd0a4f2922ebda436602e613a40_cfr25.mp4,a person is talking
fc7801ceacdef30687e41b25efe8f23f_cfr25.mp4,"The video shows a single man, dressed in a dark suit with a blue tie, standing in a dimly lit indoor setting, likely an office or kitchen, with a serious expression as he engages in a conversation with someone off-camera. He has a beard and is standing upright, with a metallic appliance and papers on the wall forming the background, creating a professional yet tense atmosphere."
a661188147de9ebb740ebf931ecdd5ef_cfr25.mp4,"The video shows a single male individual, dressed in a striped dress shirt and tie, gesturing with his hands as he converses with someone off-camera in a warm and dimly lit indoor setting, possibly a restaurant or a similar establishment. The blurred background features a display case, with the man's brown hair and light skin tone visible as he stands in a casual yet professional atmosphere."
ef21e9ecc3e9b03f6f40c1a9292a29f2_cfr25.mp4,a person is talking
cca0bb2090e918aa8b9b2e3b81afb73f_cfr25.mp4,a person is talking
66217ffe021425ca5486b4683524a076_cfr25.mp4,a person is talking
ac06a2939d7d19d8bfadcb9d8a80dba0_cfr25.mp4,a person is talking
8c05113284f422950a9e4d4974ccb730_cfr25.mp4,"The video features a single young woman with long, straight brown hair and a serious expression, wearing a dark top, standing in a dimly lit indoor setting, seemingly lost in thought as she remains stationary throughout the clip."
27e31fb9faa8597916cc4bcec99fa5f8_cfr25.mp4,a person is talking
59d31cb961d0fed5401efc2db4508086_cfr25.mp4,a person is talking
3a0457d02fc8e2d83af7bf2dd4b830a2_cfr25.mp4,a person is talking
865c33cbf6c7d5a12d800aa2076a15c5_cfr25.mp4,a person is talking
8c06e5a9802b177e89466d1d943cc494_cfr25.mp4,"A young woman with long, wavy brown hair and bangs sits in a warmly lit room with wooden blinds and a plant, engaged in a deep, intimate conversation with a man in a black shirt, whose subtle presence is inferred through the room's decor. The woman's expression transitions from serious to contemplative and finally to a slight smile as she converses with the man, who remains a subtle background presence."
9116c34c1e67150fea2aa920c1f39094_cfr25.mp4,"The video shows a woman in her thirties with medium-length, wavy brown hair and fair skin, dressed in a gray off-the-shoulder top, standing in a quiet indoor setting with a bookshelf and printer in the background. She appears to be lost in thought, her posture neutral, as she pauses momentarily in a study room or office."
cf5df826becee8f063accc17476aa0f4_cfr25.mp4,"The video shows a single individual, a middle-aged man with gray hair and beard, dressed in a dark suit jacket and blue shirt with a patterned design, engaging in a quiet, introspective moment in a dimly lit, cozy indoor setting with a blurred background of a painting or artwork."
8a24a5d7d89c4eede016b82200a07e8f_cfr25.mp4,"The video shows a woman in her thirties with shoulder-length dark hair and fair skin tone, wearing a teal top, engaged in a conversation with someone off-camera in a casual, indoor office-like setting with a bulletin board in the background. The woman's subtle movements and attentive posture convey her active listening and engagement in the conversation, set against a soft and ambient lighting."
89ec144200d906c0dc01aa685dfbc92d_cfr25.mp4,a person is talking
498c072a0262642ba19a0bd51e8ba7fd_cfr25.mp4,a person is talking
3a9ff7f7e14a77e0afac16df7e7dac9e_cfr25.mp4,"The video shows a young man in his twenties, with light brown hair and light skin, wearing a light-colored blazer over a dark shirt, engaged in a conversation in a casual and relaxed atmosphere. He is set against a natural outdoor backdrop of trees and grass, with a glimpse of a woman with dark hair partially visible in the background, amidst a serene and daytime setting."
20e0a30240970128b591d097c58962f1_cfr25.mp4,"The video shows a young male, with long, curly brown hair and a light skin tone, wearing a casual outfit consisting of a white cap, hoodie, and backpack, as he navigates a school hallway surrounded by other students. He is seen in various poses, seemingly engaged in conversation or observation, amidst a backdrop of a bulletin board and colorful painting, typical of a lively school environment."
48311f12f9856ca1cbe355a3c818a245_cfr25.mp4,a person is talking
2350e7977226b6483d8300bb77097122_cfr25.mp4,a person is talking
f20220ab8a590e50667df3bc8595be87_cfr25.mp4,a person is talking
7a77ca2881ea97235535c6100def4a4f_cfr25.mp4,"The video features a single male character, a weathered man in his fifties or sixties with a full beard and mustache, wearing a tattered beige shirt and a star-like pendant, standing in a blurred outdoor setting with greenery, lost in contemplation as he gazes off to the side. His worn attire and rugged appearance blend seamlessly with the natural surroundings, evoking a sense of a rustic, possibly historical setting."
7ec8bc6bc73556f7098d2a4a656d0ae0_cfr25.mp4,"The video shows a single middle-aged individual with shoulder-length hair, wearing glasses and a light-colored top, sitting in a dimly lit space with a soft glow from a window in the background, engaging in a quiet moment of contemplation. The calm and introspective atmosphere is emphasized by the minimalistic background and the person's subtle movements."
23c4047666b027580e08edfba818fe9e_cfr25.mp4,"The video shows a single individual, a woman with shoulder-length straight brown hair and light skin tone, dressed in a beige blazer over a black top, attentively engaged in a conversation in a calm and composed office setting with soft, even lighting. The background features a framed picture on the wall, adding to the professional ambiance."
8ed3530324950546afcc1d2545f6fe59_cfr25.mp4,a person is talking
fa411335a2b6ebfe2df34a7107e3f26b_cfr25.mp4,a person is talking
8698b3c0aaee5cbf5631482cea8920dd_cfr25.mp4,a person is talking
7fd17e00b28e289acbb8086c99183664_cfr25.mp4,"A bald, muscular man in a light grey t-shirt is engaged in a serious conversation with a woman with long dark hair, who is partially out of focus, in a dimly lit car interior. The casual, everyday setting is highlighted by the warm lighting and the woman's brief glance out the window, while the man's features are prominently displayed."
c6c01d7544b8cc2d6d104a06bf1ded45_cfr25.mp4,"The video shows a single male character, with tousled dark hair and light skin tone, dressed in a dark tactical vest over a collared shirt, standing in a dimly lit indoor setting with wooden elements and a door in the background, engaged in a serious and contemplative conversation or listening intently."
61b543894e99231f6678037c223fe743_cfr25.mp4,a person is talking
e3669f9bb4bde3ca8490b15f01a32ecf_cfr25.mp4,"A middle-aged woman with bright red hair stands in a modern kitchen, wearing a dark blouse with a white collar, engaged in a serious conversation or situation, with a refrigerator in the background. Her expression shifts from a neutral to a concerned one, as she remains in a professional setting, possibly a kitchen or office, throughout the continuous scene."
9ae9e9edb73a8dcc3c28b64f22d8e73f_cfr25.mp4,a person is talking
57657ef90a9016af4efd86440f447eb1_cfr25.mp4,a person is talking
e3142d54f98a07355fd06a7f74c6acce_cfr25.mp4,"The video shows a single male character, a man in his forties with short, graying hair and fair skin, engaged in a conversation with someone off-camera while standing in a calm and professional indoor setting, likely an office or medical facility, surrounded by informational charts and a poster reading ""BLOOD CELLS"". He is dressed in a light blue jacket over a collared shirt, exuding a semi-formal appearance."
1f2130e05b9de6b22dc333e7568a32dc_cfr25.mp4,"The video shows a single middle-aged individual, with dark hair and light skin, seated in a professional office setting, dressed in a dark blazer and white shirt, gazing out the window at a tree-lined street through a large window. The calm and serene atmosphere is illuminated by soft, natural light, with the person's upright posture conveying a sense of stillness and focus."
094867d8c499b9d5822d4c8151784ca0_cfr25.mp4,a person is talking
cbac9ce84e383c0088301fc38763ed35_cfr25.mp4,"A young man with dark hair and a blue-checked shirt sits in a dimly lit room, his expression suggesting surprise or engagement as he converses with someone off-camera. The room, with its white bookshelf and red chair, exudes a casual, intellectual atmosphere, with the man's reactions taking center stage amidst the static surroundings."
ca0ad8c596860eed05640ad44424cc24_cfr25.mp4,a person is talking
289f363312fb5d0530de94076444cc9a_cfr25.mp4,a person is talking
3b20ba34743aea5dcd17d148355bf89a_cfr25.mp4,"The video shows a single person, dressed in a dark suit, light blue shirt, and striped tie, standing in a formal office setting with glass-paneled walls and bright, natural lighting, their posture upright and head slightly tilted in contemplation."
fea336d82ad1ecc5e45ac0e60525c50d_cfr25.mp4,"The video shows a lone woman, dressed in a white sleeveless top and a cross necklace, sitting in a dimly lit room with a dark background, her face partially shadowed as she holds a phone to her ear with a concerned expression."
48d1c3bcdce14d3b015b659169dbdea9_cfr25.mp4,"The video shows a single man, dressed in a beige suit and striped tie, interacting with others in a casual coffee shop setting, surrounded by a brick wall and a chalkboard advertisement for robust and raw coffee. The man, with dark, neatly styled hair and a light skin tone, is seen standing still and engaging with others in the background, amidst a daytime atmosphere."
62b32baf76ee87ee86c68ff312cf0242_cfr25.mp4,a person is talking
047cc632f1294e25abcdd1304de43f9a_cfr25.mp4,"The video shows a middle-aged man with a full beard and dark hair, dressed in a light-colored shirt with a collar, engaged in a conversation with another person (not visible) in a serene outdoor setting with lush green foliage and a clear blue sky. The man's upright posture and open mouth suggest he is actively participating in the conversation, set against the warm natural lighting of a daytime environment."
aef48b287ba2cfa065508d64f82cb5bd_cfr25.mp4,a person is talking
844a8b7dbf1f4171adc42ef6ed268410_cfr25.mp4,a person is talking
